dictionary size=  10000
list element size=  100 

Start value = J  Goal value = P 

Expand Node | Fringe
--------------------
-           | (7197, 'J')
M5          | (4259, 'C25'), (4780, 'I6'), (4764, 'M7'), (7664, 'U6'), (7257, 'H6'), (5952, 'Y23'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (7662, 'U6'), (7724, 'K23'), (7677, 'U7'), (8267, 'Y14'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (8555, 'Q11'), (9210, 'Y24'), (8549, 'L7'), (8962, 'W19'), (8286, 'W23'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (8860, 'B21'), (9670, 'R7'), (9685, 'O19'), (10093, 'I9'), (10146, 'F7'), (9592, 'Q23'), (9263, 'P13'), (9961, 'R19'), (8918, 'I')
C25         | (4764, 'M7'), (4780, 'I6'), (5952, 'Y23'), (7664, 'U6'), (7257, 'H6'), (7677, 'U7'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (7662, 'U6'), (7724, 'K23'), (8286, 'W23'), (8267, 'Y14'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (8555, 'Q11'), (9210, 'Y24'), (8549, 'L7'), (8962, 'W19'), (8918, 'I'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (8860, 'B21'), (9670, 'R7'), (9685, 'O19'), (10093, 'I9'), (10146, 'F7'), (9592, 'Q23'), (9263, 'P13'), (9961, 'R19')
M7          | (4780, 'I6'), (7257, 'H6'), (5952, 'Y23'), (7664, 'U6'), (7662, 'U6'), (7677, 'U7'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (8555, 'Q11'), (7724, 'K23'), (8286, 'W23'), (8267, 'Y14'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (8860, 'B21'), (9210, 'Y24'), (8549, 'L7'), (8962, 'W19'), (8918, 'I'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (9961, 'R19'), (9670, 'R7'), (9685, 'O19'), (10093, 'I9'), (10146, 'F7'), (9592, 'Q23'), (9263, 'P13')
I6          | (5952, 'Y23'), (7257, 'H6'), (7677, 'U7'), (7664, 'U6'), (7662, 'U6'), (8267, 'Y14'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (8555, 'Q11'), (7724, 'K23'), (8286, 'W23'), (9263, 'P13'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (8860, 'B21'), (9210, 'Y24'), (8549, 'L7'), (8962, 'W19'), (8918, 'I'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (9961, 'R19'), (9670, 'R7'), (9685, 'O19'), (10093, 'I9'), (10146, 'F7'), (9592, 'Q23')
Y23         | (7257, 'H6'), (7662, 'U6'), (7677, 'U7'), (7664, 'U6'), (7724, 'K23'), (8267, 'Y14'), (8115, 'S12'), (8670, 'M'), (8557, 'Q11'), (8555, 'Q11'), (8549, 'L7'), (8286, 'W23'), (9263, 'P13'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8663, 'M'), (9325, 'W'), (8906, 'P16'), (8860, 'B21'), (9210, 'Y24'), (9592, 'Q23'), (8962, 'W19'), (8918, 'I'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (8911, 'H5'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (9961, 'R19'), (9670, 'R7'), (9685, 'O19'), (10093, 'I9'), (10146, 'F7')
H6          | (7662, 'U6'), (7664, 'U6'), (7677, 'U7'), (8557, 'Q11'), (7724, 'K23'), (8267, 'Y14'), (8115, 'S12'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8549, 'L7'), (8286, 'W23'), (9263, 'P13'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8906, 'P16'), (8860, 'B21'), (9210, 'Y24'), (9592, 'Q23'), (8962, 'W19'), (8918, 'I'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (9961, 'R19'), (9670, 'R7'), (9685, 'O19'), (10093, 'I9')
U6          | (7664, 'U6'), (7724, 'K23'), (7677, 'U7'), (8557, 'Q11'), (8549, 'L7'), (8267, 'Y14'), (8115, 'S12'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (9210, 'Y24'), (8286, 'W23'), (9263, 'P13'), (8790, 'Y6'), (8122, 'Q15'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8906, 'P16'), (8860, 'B21'), (9670, 'R7'), (9592, 'Q23'), (8962, 'W19'), (8918, 'I'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (8494, 'K13'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (9961, 'R19'), (10093, 'I9'), (9685, 'O19')
U6          | (7677, 'U7'), (7724, 'K23'), (8115, 'S12'), (8557, 'Q11'), (8549, 'L7'), (8267, 'Y14'), (8122, 'Q15'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (9210, 'Y24'), (8286, 'W23'), (9263, 'P13'), (8790, 'Y6'), (8494, 'K13'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8906, 'P16'), (8860, 'B21'), (9670, 'R7'), (9592, 'Q23'), (8962, 'W19'), (8918, 'I'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (9672, 'R7'), (9961, 'R19'), (10093, 'I9')
U7          | (7724, 'K23'), (8549, 'L7'), (8115, 'S12'), (8557, 'Q11'), (8555, 'Q11'), (8267, 'Y14'), (8122, 'Q15'), (8670, 'M'), (8663, 'M'), (8860, 'B21'), (9210, 'Y24'), (8286, 'W23'), (9263, 'P13'), (8790, 'Y6'), (8494, 'K13'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8906, 'P16'), (9672, 'R7'), (9670, 'R7'), (9592, 'Q23'), (8962, 'W19'), (8918, 'I'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (8547, 'I5'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (10093, 'I9'), (9961, 'R19')
K23         | (8115, 'S12'), (8549, 'L7'), (8122, 'Q15'), (8557, 'Q11'), (8555, 'Q11'), (8267, 'Y14'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8860, 'B21'), (9210, 'Y24'), (8286, 'W23'), (9263, 'P13'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8906, 'P16'), (9672, 'R7'), (9670, 'R7'), (9592, 'Q23'), (8962, 'W19'), (8918, 'I'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1'), (10093, 'I9')
S12         | (8122, 'Q15'), (8549, 'L7'), (8267, 'Y14'), (8557, 'Q11'), (8555, 'Q11'), (8286, 'W23'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8860, 'B21'), (9210, 'Y24'), (8918, 'I'), (9263, 'P13'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8906, 'P16'), (9672, 'R7'), (9670, 'R7'), (9592, 'Q23'), (8962, 'W19'), (10093, 'I9'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (9682, 'R1')
Q15         | (8112, 'M'), (8267, 'Y14'), (8286, 'W23'), (8557, 'Q11'), (8549, 'L7'), (8918, 'I'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (9210, 'Y24'), (8962, 'W19'), (9263, 'P13'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (9672, 'R7'), (9670, 'R7'), (9592, 'Q23'), (9682, 'R1'), (10093, 'I9'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16')
M           | (3360, 'X9'), (3626, 'R20'), (4602, 'Z12'), (8557, 'Q11'), (4509, 'T22'), (8286, 'W23'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8549, 'L7'), (5178, 'W17'), (8918, 'I'), (9263, 'P13'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8555, 'Q11'), (8267, 'Y14'), (6348, 'Q22'), (8962, 'W19'), (10093, 'I9'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8677, 'O12'), (9670, 'R7'), (9210, 'Y24'), (9592, 'Q23'), (8854, 'X23'), (9682, 'R1')
X9          | (3626, 'R20'), (4509, 'T22'), (4602, 'Z12'), (8557, 'Q11'), (5178, 'W17'), (8286, 'W23'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8549, 'L7'), (6348, 'Q22'), (8918, 'I'), (9263, 'P13'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8555, 'Q11'), (8267, 'Y14'), (8854, 'X23'), (8962, 'W19'), (10093, 'I9'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8677, 'O12'), (9670, 'R7'), (9210, 'Y24'), (9592, 'Q23'), (9682, 'R1')
R20         | (4422, 'A'), (4509, 'T22'), (4602, 'Z12'), (8557, 'Q11'), (5178, 'W17'), (8286, 'W23'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8549, 'L7'), (6348, 'Q22'), (8918, 'I'), (9263, 'P13'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8555, 'Q11'), (9210, 'Y24'), (8267, 'Y14'), (8962, 'W19'), (10093, 'I9'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8677, 'O12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (8854, 'X23'), (9193, 'P')
A           | (1956, 'F20'), (5178, 'W17'), (2459, 'F0'), (8557, 'Q11'), (6348, 'Q22'), (2792, 'C22'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8549, 'L7'), (8267, 'Y14'), (4602, 'Z12'), (4509, 'T22'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8555, 'Q11'), (9210, 'Y24'), (8854, 'X23'), (8286, 'W23'), (5696, 'B6'), (8491, 'H5'), (6792, 'V8'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8677, 'O12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (9193, 'P'), (8962, 'W19'), (8918, 'I'), (10093, 'I9'), (8261, 'A17'), (9588, 'M15'), (9263, 'P13'), (10562, 'F12')
F20         | (2459, 'F0'), (5178, 'W17'), (2792, 'C22'), (8557, 'Q11'), (6348, 'Q22'), (4509, 'T22'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8549, 'L7'), (8267, 'Y14'), (4602, 'Z12'), (6792, 'V8'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8555, 'Q11'), (9210, 'Y24'), (8854, 'X23'), (8286, 'W23'), (5696, 'B6'), (8491, 'H5'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8677, 'O12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (9193, 'P'), (8962, 'W19'), (8918, 'I'), (10093, 'I9'), (8261, 'A17'), (9588, 'M15'), (9263, 'P13')
F0          | (2792, 'C22'), (5178, 'W17'), (4509, 'T22'), (8557, 'Q11'), (6348, 'Q22'), (4602, 'Z12'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8549, 'L7'), (8267, 'Y14'), (5696, 'B6'), (6792, 'V8'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8555, 'Q11'), (9210, 'Y24'), (8854, 'X23'), (8286, 'W23'), (8261, 'A17'), (8491, 'H5'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8677, 'O12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (9193, 'P'), (8962, 'W19'), (8918, 'I'), (10093, 'I9'), (9263, 'P13'), (9588, 'M15')
C22         | (4509, 'T22'), (5178, 'W17'), (4602, 'Z12'), (8557, 'Q11'), (6348, 'Q22'), (5696, 'B6'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8549, 'L7'), (8267, 'Y14'), (8261, 'A17'), (6792, 'V8'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8555, 'Q11'), (9210, 'Y24'), (8854, 'X23'), (8286, 'W23'), (9263, 'P13'), (8491, 'H5'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8677, 'O12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (9193, 'P'), (8962, 'W19'), (8918, 'I'), (10093, 'I9'), (9588, 'M15')
T22         | (4602, 'Z12'), (5178, 'W17'), (5696, 'B6'), (8557, 'Q11'), (6348, 'Q22'), (6792, 'V8'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8549, 'L7'), (8267, 'Y14'), (8261, 'A17'), (8491, 'H5'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8555, 'Q11'), (9210, 'Y24'), (8854, 'X23'), (8286, 'W23'), (9263, 'P13'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8677, 'O12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (9193, 'P'), (8962, 'W19'), (8918, 'I'), (10093, 'I9')
Z12         | (5178, 'W17'), (6348, 'Q22'), (5696, 'B6'), (8557, 'Q11'), (8267, 'Y14'), (6792, 'V8'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8549, 'L7'), (8854, 'X23'), (8261, 'A17'), (8491, 'H5'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8555, 'Q11'), (9210, 'Y24'), (9193, 'P'), (8286, 'W23'), (9263, 'P13'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8677, 'O12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10093, 'I9'), (8962, 'W19'), (8918, 'I')
W17         | (5696, 'B6'), (6348, 'Q22'), (6792, 'V8'), (8557, 'Q11'), (8267, 'Y14'), (7132, 'U'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8549, 'L7'), (8854, 'X23'), (8261, 'A17'), (8491, 'H5'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8555, 'Q11'), (9210, 'Y24'), (9193, 'P'), (8286, 'W23'), (9263, 'P13'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8677, 'O12'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10093, 'I9'), (8962, 'W19'), (8918, 'I')
B6          | (6348, 'Q22'), (8267, 'Y14'), (6792, 'V8'), (8557, 'Q11'), (8549, 'L7'), (7132, 'U'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8261, 'A17'), (8491, 'H5'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8286, 'W23'), (9263, 'P13'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10093, 'I9'), (8962, 'W19')
Q22         | (6792, 'V8'), (8267, 'Y14'), (7132, 'U'), (8557, 'Q11'), (8549, 'L7'), (8261, 'A17'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (8491, 'H5'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (9263, 'P13'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10093, 'I9')
V8          | (3731, 'E'), (7132, 'U'), (8261, 'A17'), (8557, 'Q11'), (8267, 'Y14'), (8286, 'W23'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8549, 'L7'), (8962, 'W19'), (8491, 'H5'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (8854, 'X23'), (10093, 'I9'), (9263, 'P13'), (9588, 'M15'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (9193, 'P')
E           | (1228, 'Y4'), (8267, 'Y14'), (2790, 'Z7'), (8557, 'Q11'), (8549, 'L7'), (3689, 'H14'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (7132, 'U'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (8261, 'A17'), (7553, 'T19'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (9588, 'M15'), (8491, 'H5'), (10562, 'F12'), (8109, 'S12')
Y4          | (2790, 'Z7'), (8267, 'Y14'), (3689, 'H14'), (8557, 'Q11'), (8549, 'L7'), (7132, 'U'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (7553, 'T19'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (8261, 'A17'), (8109, 'S12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (9588, 'M15'), (8491, 'H5'), (10562, 'F12')
Z7          | (3689, 'H14'), (8267, 'Y14'), (7132, 'U'), (8557, 'Q11'), (8549, 'L7'), (7553, 'T19'), (8494, 'K13'), (8670, 'M'), (8663, 'M'), (8555, 'Q11'), (8854, 'X23'), (8286, 'W23'), (8109, 'S12'), (8790, 'Y6'), (8547, 'I5'), (9100, 'F23'), (8681, 'A17'), (8911, 'H5'), (9325, 'W'), (8860, 'B21'), (8677, 'O12'), (9210, 'Y24'), (9193, 'P'), (8962, 'W19'), (8356, 'K13'), (8261, 'A17'), (10562, 'F12'), (9002, 'S6'), (9402, 'K4'), (9961, 'R19'), (9685, 'O19'), (9325, 'E24'), (9145, 'S6'), (9673, 'P'), (10348, 'M9'), (8936, 'X23'), (10146, 'F7'), (9548, 'O6'), (10038, 'W13'), (9863, 'X7'), (8906, 'P16'), (9672, 'R7'), (8918, 'I'), (9670, 'R7'), (9682, 'R1'), (9592, 'Q23'), (10008, 'F7'), (10424, 'F12'), (10093, 'I9'), (9264, 'K4'), (9263, 'P13'), (9588, 'M15'), (8491, 'H5')
