dictionary size=  1000000
list element size=  1000 

Start value = H  Goal value = M 

Expand Node | Fringe
--------------------
-           | (401223, 'H')
R12         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, V14, X8
X8          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, V14
V14         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, B
B           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, Y6, I21, J3, X6, X7, F5
F5          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, Y6, I21, J3, X6, X7
X7          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, Y6, I21, J3, X6, V
V           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, Y6, I21, J3, X6, V9, Z20
Z20         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, Y6, I21, J3, X6, V9
V9          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, Y6, I21, J3, X6, S
S           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, Y6, I21, J3, X6, U4
U4          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, Y6, I21, J3, X6
X6          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, Y6, I21, J3
J3          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, Y6, I21
I21         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, Y6
Y6          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, F, W
W           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, F, W24, Z0
Z0          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, F, W24, U
U           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, F, W24, Z16
Z16         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, F, W24
W24         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, F
F           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, H5, I2, P15, J14, G11, U13
U13         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, H5, I2, P15, J14, G11
G11         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, H5, I2, P15, J14
J14         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, H5, I2, P15
P15         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, H5, I2
I2          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18, H5
H5          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10, K18
K18         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7, R10
R10         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15, E7
E7          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14, V15
V15         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15, R14
R14         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21, F15
F15         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10, G21
G21         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7, N10
N10         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0, N7
N7          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21, N0
N0          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20, V21
V21         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9, W20
W20         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24, G9
G9          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25, N24
N24         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11, J25
J25         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, L11
L11         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, A
A           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, D24, T12, Z21, S17, N9, D16, N20
N20         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, D24, T12, Z21, S17, N9, D16, L
L           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, D24, T12, Z21, S17, N9, D16, T24, W9
W9          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, D24, T12, Z21, S17, N9, D16, T24, T
T           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, D24, T12, Z21, S17, N9, D16, T24
T24         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, D24, T12, Z21, S17, N9, D16
D16         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, D24, T12, Z21, S17, N9
N9          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, D24, T12, Z21, S17
S17         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, D24, T12, Z21
Z21         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, D24, T12
T12         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10, D24
D24         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21, M10
M10         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, O21
O21         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, K
K           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, X0, K25, O16, S23, L25, W0
W0          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, X0, K25, O16, S23, L25
L25         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, X0, K25, O16, S23
S23         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, X0, K25, O16, O
O           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, X0, K25, O16, S1, U14, W8
W8          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, X0, K25, O16, S1, U14
U14         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, X0, K25, O16, S1
S1          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, X0, K25, O16
O16         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, X0, K25
K25         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13, X0
X0          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22, E13
E13         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2, T22
T22         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2, P2
P2          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9, W2
W2          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, S9
S9          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, I
I           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, M19, T0, T20, J22, O15
O15         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, M19, T0, T20, J22
J22         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, M19, T0, T20
T20         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, M19, T0
T0          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25, M19
M19         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13, Z25
Z25         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0, W13
W13         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14, Q0
Q0          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14, Z14
Z14         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7, W14
W14         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, V7
V7          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, R
R           | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, X5, X4, Y4, S0
S0          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, X5, X4, Y4
Y4          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, X5, X4
X4          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2, X5
X5          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14, U2
U2          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10, T14
T14         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7, P10
P10         | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23, P7
P7          | Y24, W16, J6, K15, H3, W5, M7, M5, M9, O23
O23         | Y24, W16, J6, K15, H3, W5, M7, M5, M9
M9          | Y24, W16, J6, K15, H3, W5, M7, M5
M5          | Y24, W16, J6, K15, H3, W5, M7
M7          | Y24, W16, J6, K15, H3, W5
W5          | Y24, W16, J6, K15, H3
H3          | Y24, W16, J6, K15
K15         | Y24, W16, J6
J6          | Y24, W16
W16         | Y24
Y24         | 
No path from H to M

DFS algorithm --- 1000300 nano seconds ---

DFS algorithm --- 0.0010003 seconds ---

