dictionary size=  1000
list element size=  10000 

Start value = I  Goal value = W 

Expand Node | Fringe
--------------------
-           | (53, 'I')
Z2          | (39744, 'Q7'), (39852, 'J20'), (40410, 'W7'), (40740, 'Q1'), (40899, 'R18'), (41002, 'L9'), (40614, 'Z14'), (41902, 'Y11'), (42103, 'O21'), (44227, 'D24'), (42239, 'Y16'), (47376, 'Z18'), (45718, 'V20'), (41984, 'V13'), (40706, 'G22'), (47917, 'W4'), (43809, 'N9'), (45764, 'W11'), (43414, 'Y20'), (47712, 'Y7'), (47258, 'Y10')
Q7          | (39852, 'J20'), (40740, 'Q1'), (40410, 'W7'), (41902, 'Y11'), (40899, 'R18'), (41002, 'L9'), (40614, 'Z14'), (43809, 'N9'), (42103, 'O21'), (44227, 'D24'), (42239, 'Y16'), (47376, 'Z18'), (45718, 'V20'), (41984, 'V13'), (40706, 'G22'), (47917, 'W4'), (47258, 'Y10'), (45764, 'W11'), (43414, 'Y20'), (47712, 'Y7')
J20         | (40410, 'W7'), (40740, 'Q1'), (40614, 'Z14'), (41902, 'Y11'), (40899, 'R18'), (41002, 'L9'), (40706, 'G22'), (43809, 'N9'), (42103, 'O21'), (44227, 'D24'), (42239, 'Y16'), (47376, 'Z18'), (45718, 'V20'), (41984, 'V13'), (47712, 'Y7'), (47917, 'W4'), (47258, 'Y10'), (45764, 'W11'), (43414, 'Y20')
W7          | (40614, 'Z14'), (40740, 'Q1'), (40706, 'G22'), (41902, 'Y11'), (40899, 'R18'), (41002, 'L9'), (41984, 'V13'), (43809, 'N9'), (42103, 'O21'), (44227, 'D24'), (42239, 'Y16'), (47376, 'Z18'), (45718, 'V20'), (43414, 'Y20'), (47712, 'Y7'), (47917, 'W4'), (47258, 'Y10'), (45764, 'W11')
Z14         | (40706, 'G22'), (40740, 'Q1'), (41002, 'L9'), (41902, 'Y11'), (40899, 'R18'), (45718, 'V20'), (41984, 'V13'), (43809, 'N9'), (42103, 'O21'), (44227, 'D24'), (42239, 'Y16'), (47376, 'Z18'), (45764, 'W11'), (43414, 'Y20'), (47712, 'Y7'), (47917, 'W4'), (47258, 'Y10')
G22         | (40740, 'Q1'), (40899, 'R18'), (41002, 'L9'), (41902, 'Y11'), (42239, 'Y16'), (45718, 'V20'), (41984, 'V13'), (43809, 'N9'), (42103, 'O21'), (44227, 'D24'), (47258, 'Y10'), (47376, 'Z18'), (45764, 'W11'), (43414, 'Y20'), (47712, 'Y7'), (47917, 'W4')
Q1          | (40899, 'R18'), (41902, 'Y11'), (41002, 'L9'), (42103, 'O21'), (42239, 'Y16'), (45718, 'V20'), (41984, 'V13'), (43809, 'N9'), (47917, 'W4'), (44227, 'D24'), (47258, 'Y10'), (47376, 'Z18'), (45764, 'W11'), (43414, 'Y20'), (47712, 'Y7')
R18         | (41002, 'L9'), (41902, 'Y11'), (41984, 'V13'), (42103, 'O21'), (42239, 'Y16'), (45718, 'V20'), (43414, 'Y20'), (43809, 'N9'), (47917, 'W4'), (44227, 'D24'), (47258, 'Y10'), (47376, 'Z18'), (45764, 'W11'), (47712, 'Y7')
L9          | (41902, 'Y11'), (42103, 'O21'), (41984, 'V13'), (43809, 'N9'), (42239, 'Y16'), (45718, 'V20'), (43414, 'Y20'), (47712, 'Y7'), (47917, 'W4'), (44227, 'D24'), (47258, 'Y10'), (47376, 'Z18'), (45764, 'W11')
Y11         | (41984, 'V13'), (42103, 'O21'), (42436, 'F'), (43809, 'N9'), (42239, 'Y16'), (43414, 'Y20'), (45764, 'W11'), (47712, 'Y7'), (47917, 'W4'), (44227, 'D24'), (47258, 'Y10'), (47376, 'Z18'), (45718, 'V20')
V13         | (42103, 'O21'), (42239, 'Y16'), (42436, 'F'), (43809, 'N9'), (44227, 'D24'), (43414, 'Y20'), (45764, 'W11'), (47712, 'Y7'), (47917, 'W4'), (45718, 'V20'), (47258, 'Y10'), (47376, 'Z18')
O21         | (42239, 'Y16'), (43809, 'N9'), (42436, 'F'), (47376, 'Z18'), (44227, 'D24'), (43414, 'Y20'), (45764, 'W11'), (47712, 'Y7'), (47917, 'W4'), (45718, 'V20'), (47258, 'Y10')
Y16         | (42436, 'F'), (43809, 'N9'), (43414, 'Y20'), (47376, 'Z18'), (44227, 'D24'), (47258, 'Y10'), (45764, 'W11'), (47712, 'Y7'), (47917, 'W4'), (45718, 'V20')
F           | (43414, 'Y20'), (43809, 'N9'), (43987, 'W13'), (47376, 'Z18'), (44227, 'D24'), (45906, 'V16'), (45718, 'V20'), (47712, 'Y7'), (47917, 'W4'), (52430, 'L18'), (46887, 'M24'), (47258, 'Y10'), (47083, 'S4'), (45764, 'W11')
Y20         | (43809, 'N9'), (44227, 'D24'), (43987, 'W13'), (47376, 'Z18'), (45764, 'W11'), (45906, 'V16'), (45718, 'V20'), (47712, 'Y7'), (47917, 'W4'), (52430, 'L18'), (46887, 'M24'), (47258, 'Y10'), (47083, 'S4')
N9          | (43987, 'W13'), (44227, 'D24'), (45718, 'V20'), (47376, 'Z18'), (45764, 'W11'), (45906, 'V16'), (47083, 'S4'), (47712, 'Y7'), (47917, 'W4'), (52430, 'L18'), (46887, 'M24'), (47258, 'Y10')
W13         | (44227, 'D24'), (45764, 'W11'), (45718, 'V20'), (47376, 'Z18'), (46887, 'M24'), (45906, 'V16'), (47083, 'S4'), (47712, 'Y7'), (47917, 'W4'), (52430, 'L18'), (47258, 'Y10')
D24         | (45718, 'V20'), (45764, 'W11'), (45906, 'V16'), (47376, 'Z18'), (46887, 'M24'), (47258, 'Y10'), (47083, 'S4'), (47712, 'Y7'), (47917, 'W4'), (52430, 'L18')
V20         | (45764, 'W11'), (46887, 'M24'), (45906, 'V16'), (47376, 'Z18'), (52430, 'L18'), (47258, 'Y10'), (47083, 'S4'), (47712, 'Y7'), (47917, 'W4')
W11         | (45906, 'V16'), (46887, 'M24'), (47083, 'S4'), (47376, 'Z18'), (52430, 'L18'), (47258, 'Y10'), (47917, 'W4'), (47712, 'Y7')
V16         | (46887, 'M24'), (47376, 'Z18'), (47083, 'S4'), (47712, 'Y7'), (52430, 'L18'), (47258, 'Y10'), (47917, 'W4')
M24         | (47083, 'S4'), (47376, 'Z18'), (47258, 'Y10'), (47712, 'Y7'), (52430, 'L18'), (47917, 'W4')
S4          | (47258, 'Y10'), (47376, 'Z18'), (47917, 'W4'), (47712, 'Y7'), (52430, 'L18')
Y10         | (47376, 'Z18'), (47712, 'Y7'), (47917, 'W4'), (52430, 'L18')
Z18         | (47712, 'Y7'), (52430, 'L18'), (47917, 'W4')
Y7          | (47917, 'W4'), (52430, 'L18')
W4          | (51200, 'W'), (52430, 'L18')
W           | 
Path: I => M21 => B => W22 => H => X2 => O => V1 => V => W4 => W
Cost: 51180

AStar algorithm --- 6003900 nano seconds ---

AStar algorithm --- 0.0060039 seconds ---

Expand Node | Fringe
--------------------
-           | I
I           | N17, M21, K0, O11, Z13, J24, J9, L1
L1          | N17, M21, K0, O11, Z13, J24, J9
J9          | N17, M21, K0, O11, Z13, J24
J24         | N17, M21, K0, O11, Z13
Z13         | N17, M21, K0, O11
O11         | N17, M21, K0
K0          | N17, M21
M21         | M, B, N17
N17         | M, B
B           | V25, H23, P11, W22, G19, L19, E25, P22, B2, V5, C16, D11, J4, C21, H18, P17, S11, Q8, F6, S8, M
M           | R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2, V5, C16, D11, J4, C21, H18, P17, S11, Q8, F6, S8
S8          | R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2, V5, C16, D11, J4, C21, H18, P17, S11, Q8, F6
F6          | R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2, V5, C16, D11, J4, C21, H18, P17, S11, Q8
Q8          | A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2, V5, C16, D11, J4, C21, H18, P17, S11
S11         | A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2, V5, C16, D11, J4, C21, H18, P17
P17         | A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2, V5, C16, D11, J4, C21, H18
H18         | A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2, V5, C16, D11, J4, C21
C21         | A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2, V5, C16, D11, J4
J4          | G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2, V5, C16, D11
D11         | G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2, V5, C16
C16         | G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2, V5
V5          | T, G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22, B2
B2          | T, G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25, P22
P22         | T, G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19, E25
E25         | T, G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19, L19
L19         | T, G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22, G19
G19         | T, G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11, W22
W22         | H, T, G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23, P11
P11         | H, T, G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25, H23
H23         | H, T, G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4, V25
V25         | J, K, H, T, G, A, R14, Q15, Z20, U15, Q11, S15, T15, T4
T4          | L, J, K, H, T, G, A, R14, Q15, Z20, U15, Q11, S15, T15
T15         | L, J, K, H, T, G, A, R14, Q15, Z20, U15, Q11, S15
S15         | L, J, K, H, T, G, A, R14, Q15, Z20, U15, Q11
Q11         | L, J, K, H, T, G, A, R14, Q15, Z20, U15
U15         | L, J, K, H, T, G, A, R14, Q15, Z20
Z20         | L, J, K, H, T, G, A, R14, Q15
Q15         | L, J, K, H, T, G, A, R14
R14         | L, J, K, H, T, G, A
A           | O18, N11, R22, A16, X24, B1, W1, R4, F3, G9, N0, E20, L, J, K, H, T, G
G           | N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1, W1, R4, F3, G9, N0, E20, L, J, K, H, T
T           | T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1, W1, R4, F3, G9, N0, E20, L, J, K, H
H           | M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1, W1, R4, F3, G9, N0, E20, L, J, K
K           | X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1, W1, R4, F3, G9, N0, E20, L, J
J           | V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1, W1, R4, F3, G9, N0, E20, L
L           | Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1, W1, R4, F3, G9, N0, E20
E20         | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1, W1, R4, F3, G9, N0
N0          | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1, W1, R4, F3, G9
G9          | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1, W1, R4, F3
F3          | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1, W1, R4
R4          | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1, W1
W1          | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24, B1
B1          | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16, X24
X24         | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22, A16
A16         | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11, R22
R22         | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18, N11
N11         | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10, O18
O18         | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7, H10
H10         | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13, Z7
Z7          | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20, Q13
Q13         | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11, L20
L20         | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7, I11
I11         | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21, T7
T7          | C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4, X21
X21         | Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14, N4
N4          | Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6, Y14
Y14         | Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11, Y6
Y6          | Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22, T11
T11         | Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21, L22
L22         | Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18, Y21
Y21         | Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2, P18
P18         | Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22, X2
X2          | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16, T22
T22         | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0, Z16
Z16         | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19, Y0
Y0          | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17, W19
W19         | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23, M17
M17         | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25, M23
M23         | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14, R25
R25         | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9, W14
W14         | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24, X9
X9          | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4, O24
O24         | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5, U4
U4          | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20, M5
M5          | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16, X20
X20         | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16, K16
K16         | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1, U16
U16         | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13, O1
O1          | N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8, Y13
Y13         | X, N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23, O8
O8          | X, N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24, P23
P23         | X, N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22, T24
T24         | X, N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3, N22
N22         | X, N, O, Q, C, Z11, S5, Z22, N7, V10, N19, L3
L3          | X, N, O, Q, C, Z11, S5, Z22, N7, V10, N19
N19         | X, N, O, Q, C, Z11, S5, Z22, N7, V10
V10         | X, N, O, Q, C, Z11, S5, Z22, N7
N7          | X, N, O, Q, C, Z11, S5, Z22
Z22         | X, N, O, Q, C, Z11, S5
S5          | X, N, O, Q, C, Z11
Z11         | X, N, O, Q, C
C           | I1, V13, Y16, Y4, K8, Y11, Y2, G24, N10, U3, X3, J20, X, N, O, Q
Q           | W7, V20, R18, Z18, I1, V13, Y16, Y4, K8, Y11, Y2, G24, N10, U3, X3, J20, X, N, O
O           | V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16, Y4, K8, Y11, Y2, G24, N10, U3, X3, J20, X, N
N           | T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16, Y4, K8, Y11, Y2, G24, N10, U3, X3, J20, X
X           | Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16, Y4, K8, Y11, Y2, G24, N10, U3, X3, J20
J20         | Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16, Y4, K8, Y11, Y2, G24, N10, U3, X3
X3          | Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16, Y4, K8, Y11, Y2, G24, N10, U3
U3          | D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16, Y4, K8, Y11, Y2, G24, N10
N10         | D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16, Y4, K8, Y11, Y2, G24
G24         | D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16, Y4, K8, Y11, Y2
Y2          | D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16, Y4, K8, Y11
Y11         | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16, Y4, K8
K8          | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16, Y4
Y4          | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13, Y16
Y16         | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1, V13
V13         | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18, I1
I1          | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18, Z18
Z18         | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20, R18
R18         | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7, V20
V20         | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7, W7
W7          | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19, R7
R7          | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4, P19
P19         | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7, P4
P4          | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1, X7
X7          | F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20, V1
V1          | E, V, F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5, S20
S20         | E, V, F, D, Y25, Y20, T17, P20, O13, Y9, T1, R5
R5          | E, V, F, D, Y25, Y20, T17, P20, O13, Y9, T1
T1          | E, V, F, D, Y25, Y20, T17, P20, O13, Y9
Y9          | E, V, F, D, Y25, Y20, T17, P20, O13
O13         | E, V, F, D, Y25, Y20, T17, P20
P20         | E, V, F, D, Y25, Y20, T17
T17         | E, V, F, D, Y25, Y20
Y20         | E, V, F, D, Y25
Y25         | E, V, F, D
D           | Z14, J21, Q1, H12, N9, G22, R13, G13, Y15, U5, Q7, J25, D24, Z2, E, V, F
F           | L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9, G22, R13, G13, Y15, U5, Q7, J25, D24, Z2, E, V
V           | W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9, G22, R13, G13, Y15, U5, Q7, J25, D24, Z2, E
E           | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9, G22, R13, G13, Y15, U5, Q7, J25, D24, Z2
Z2          | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9, G22, R13, G13, Y15, U5, Q7, J25, D24
D24         | L9, O21, Y10, W11, Y7, H5, W4, L18, V16, M24, S4, W13, Z14, J21, Q1, H12, N9, G22, R13, G13, Y15, U5, Q7, J25
